bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: ap_is_recursion_limit_exceeded in ap_http_header_filter, pair: (ap_is_recursion_limit_exceeded, apr_uri_parse_hostinfo), support: 8, confidence: 80.00%
bug: ap_is_recursion_limit_exceeded in ap_process_request, pair: (ap_is_recursion_limit_exceeded, apr_uri_parse_hostinfo), support: 8, confidence: 80.00%
bug: fprintf in yy_fatal_error, pair: (fprintf, malloc), support: 12, confidence: 85.71%
bug: fprintf in ap_expr_yyset_lineno, pair: (fprintf, malloc), support: 12, confidence: 85.71%
bug: ap_expr_eval_word in ap_expr_eval_word, pair: (ap_expr_eval_word, ap_find_module_short_name), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_eval_comp, pair: (ap_expr_eval_word, ap_find_module_short_name), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_eval, pair: (ap_expr_eval_word, ap_find_module_short_name), support: 9, confidence: 69.23%
bug: ap_expr_eval_word in ap_expr_str_exec, pair: (ap_expr_eval_word, ap_find_module_short_name), support: 9, confidence: 69.23%
bug: ap_scan_vchar_obstext in check_headers_table, pair: (ap_scan_vchar_obstext, apr_bucket_eos_create), support: 3, confidence: 75.00%
bug: log_error_core in ap_build_cont_config, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in buffer_output, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_internal_fast_redirect, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_cfg_getline, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_optional_fn_retrieve, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_add_loaded_module, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_insert_filter, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in process_resource_config_cb, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_setup_prelinked_modules, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_sub_req_lookup_uri, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in regsub_core, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_strmemcat, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in make_sub_request, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in core_dump_config, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_open_piped_log, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_build_config, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_rflush, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_varbuf_init, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in http_create_request, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in unload_module, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: log_error_core in ap_expr_str_exec, pair: (getpid, log_error_core), support: 45, confidence: 68.18%
bug: read in ap_mpm_podx_check, pair: (getpid, read), support: 3, confidence: 75.00%
bug: ap_merge_per_dir_configs in ap_if_walk_sub, pair: (ap_merge_per_dir_configs, apr_pstrdup), support: 13, confidence: 81.25%
bug: ap_merge_per_dir_configs in ap_if_walk, pair: (ap_merge_per_dir_configs, apr_pstrdup), support: 13, confidence: 81.25%
bug: ap_merge_per_dir_configs in ap_process_request_internal, pair: (ap_merge_per_dir_configs, apr_pstrdup), support: 13, confidence: 81.25%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_unescape_url_keep2f, getpid), support: 11, confidence: 91.67%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_make_method_list, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_make_method_list, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: apr_thread_mutex_create in ap_queue_info_create, pair: (apr_thread_mutex_create, strlen), support: 6, confidence: 66.67%
bug: apr_thread_mutex_create in ap_queue_create, pair: (apr_thread_mutex_create, strlen), support: 6, confidence: 66.67%
bug: apr_thread_mutex_create in core_child_init, pair: (apr_thread_mutex_create, strlen), support: 6, confidence: 66.67%
bug: ap_run_post_read_request in ap_http_header_filter, pair: (ap_expr_str_exec_re, ap_run_post_read_request), support: 7, confidence: 70.00%
bug: ap_run_post_read_request in ap_process_request, pair: (ap_expr_str_exec_re, ap_run_post_read_request), support: 7, confidence: 70.00%
bug: ap_run_post_read_request in ap_process_http_connection, pair: (ap_expr_str_exec_re, ap_run_post_read_request), support: 7, confidence: 70.00%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, apr_brigade_cleanup), support: 10, confidence: 83.33%
bug: ap_make_method_list in ap_add_cgi_vars, pair: (ap_make_method_list, apr_brigade_cleanup), support: 10, confidence: 83.33%
bug: apr_bucket_flush_create in ap_flush_conn, pair: (apr_bucket_flush_create, apr_time_now), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_fflush, pair: (apr_bucket_flush_create, apr_time_now), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_rflush, pair: (apr_bucket_flush_create, apr_time_now), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_shutdown_conn, pair: (apr_bucket_flush_create, apr_time_now), support: 11, confidence: 73.33%
bug: ap_make_method_list in op_url_subr, pair: (ap_make_method_list, apr_pstrndup), support: 9, confidence: 75.00%
bug: ap_make_method_list in ap_http_header_filter, pair: (ap_make_method_list, apr_pstrndup), support: 9, confidence: 75.00%
bug: ap_make_method_list in ap_read_request, pair: (ap_make_method_list, apr_pstrndup), support: 9, confidence: 75.00%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (apr_strtoi64, log_apr_status), support: 12, confidence: 80.00%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (apr_strtoi64, log_apr_status), support: 12, confidence: 80.00%
bug: apr_strtoi64 in basic_http_header_check, pair: (apr_strtoi64, log_apr_status), support: 12, confidence: 80.00%
bug: stpcpy in yysyntax_error, pair: (apr_pool_cleanup_register, stpcpy), support: 3, confidence: 75.00%
bug: apr_shm_detach in ap_reopen_scoreboard, pair: (apr_palloc, apr_shm_detach), support: 3, confidence: 75.00%
bug: apr_procattr_dir_set in ap_open_piped_log, pair: (ap_mpm_query, apr_procattr_dir_set), support: 5, confidence: 71.43%
bug: apr_procattr_dir_set in ap_get_exec_line, pair: (ap_mpm_query, apr_procattr_dir_set), support: 5, confidence: 71.43%
bug: log_error_core in buffer_output, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_internal_fast_redirect, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_reclaim_child_processes, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in core_optional_fn_retrieve, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in core_insert_filter, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_add_input_filter, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_add_output_filter, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_if_walk, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in make_sub_request, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in core_dump_config, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_open_piped_log, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_rflush, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in ap_varbuf_init, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in http_create_request, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: log_error_core in unload_module, pair: (log_error_core, strlen), support: 51, confidence: 77.27%
bug: ap_run_header_parser in op_url_subr, pair: (__ctype_b_loc, ap_run_header_parser), support: 15, confidence: 83.33%
bug: ap_run_header_parser in ap_sub_req_lookup_uri, pair: (__ctype_b_loc, ap_run_header_parser), support: 15, confidence: 83.33%
bug: ap_run_header_parser in op_file_subr, pair: (__ctype_b_loc, ap_run_header_parser), support: 15, confidence: 83.33%
bug: apr_table_make in ap_sub_req_lookup_uri, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: apr_table_make in make_sub_request, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: apr_table_make in ap_args_to_table, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: apr_table_make in ap_set_sub_req_protocol, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: apr_table_make in create_core_server_config, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: apr_table_make in set_define, pair: (apr_cpystrn, apr_table_make), support: 26, confidence: 81.25%
bug: ap_get_scoreboard_process in ap_get_sload, pair: (ap_get_scoreboard_process, strrchr), support: 4, confidence: 80.00%
bug: apr_strtoi64 in ap_basic_http_header, pair: (ap_escape_html2, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (ap_escape_html2, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (ap_escape_html2, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in ap_send_error_response, pair: (ap_escape_html2, apr_strtoi64), support: 10, confidence: 66.67%
bug: apr_strtoi64 in basic_http_header_check, pair: (ap_escape_html2, apr_strtoi64), support: 10, confidence: 66.67%
bug: internal_internal_redirect in ap_http_header_filter, pair: (internal_internal_redirect, unescape_url), support: 8, confidence: 80.00%
bug: unescape_url in ap_sub_req_lookup_uri, pair: (internal_internal_redirect, unescape_url), support: 8, confidence: 80.00%
bug: unescape_url in op_file_subr, pair: (internal_internal_redirect, unescape_url), support: 8, confidence: 80.00%
bug: internal_internal_redirect in ap_read_request, pair: (internal_internal_redirect, unescape_url), support: 8, confidence: 80.00%
bug: ap_find_module_short_name in ap_process_resource_config, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_strs_ex, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_brigade_ex, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_basic_http_header, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_internal_redirect_handler, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_process_request_after_handler, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in virtualhost_section, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_remove_loaded_module, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_core, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in conn_var_fn, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_reclaim_child_processes, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_log_csdata_, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_strs, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_expr_exec, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_input_filter, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in set_limit_nproc, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in urlsection, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_expr_exec_re, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_ex, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in set_limit_mem, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_open_htaccess, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_open_piped_log_ex, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_output_filter, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_die, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_internal_redirect, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_if_walk, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_mpm_pod_killpg, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_log_rdata_, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_sub_req_lookup_dirent, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_sub_req_lookup_file, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_log_cdata_, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_send_http_trace, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_init_virtual_host, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_log_data_, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_init_scoreboard, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_output_filter_handle, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in core_upgrade_storage, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in misc_var_fn, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in set_http_method, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in op_file_min, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_get_mime_headers, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_common_vars, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in dirsection, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_process_http_connection, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_relieve_child_processes, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ifsection, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_scan_script_header_err_brigade, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in log_module_name, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_dump_mutexes, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in filesection, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_input_filter_handle, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_build_config_sub, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in request_var_fn, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_send_error_response, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_run_sub_req, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_sub_req_method_uri, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in set_limit_cpu, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_limit_section, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: apr_strerror in log_apr_status, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 99.32%
bug: ap_find_module_short_name in ap_varbuf_grow, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_add_module, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in signal_threads, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in core_map_to_storage, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: ap_find_module_short_name in ap_expr_str_exec_re, pair: (ap_find_module_short_name, apr_strerror), support: 146, confidence: 69.52%
bug: apr_table_unset in ap_sub_req_lookup_uri, pair: (apr_table_unset, apr_time_now), support: 18, confidence: 78.26%
bug: apr_table_unset in make_sub_request, pair: (apr_table_unset, apr_time_now), support: 18, confidence: 78.26%
bug: apr_table_unset in ap_set_sub_req_protocol, pair: (apr_table_unset, apr_time_now), support: 18, confidence: 78.26%
bug: apr_table_unset in unset_define, pair: (apr_table_unset, apr_time_now), support: 18, confidence: 78.26%
bug: apr_table_unset in ap_byterange_filter, pair: (apr_table_unset, apr_time_now), support: 18, confidence: 78.26%
bug: apr_sockaddr_info_get in virtualhost_section, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_info_get in ap_get_local_host, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_equal in ap_process_connection, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 88.89%
bug: apr_sockaddr_info_get in ap_parse_vhost_addrs, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_info_get in ap_set_listener, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_info_get in ap_init_virtual_host, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_equal in ap_update_vhost_given_ip, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 88.89%
bug: apr_sockaddr_info_get in ap_duplicate_listeners, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_equal in ap_setup_listeners, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 88.89%
bug: apr_sockaddr_info_get in op_ipmatch, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: apr_sockaddr_info_get in ap_read_config, pair: (apr_sockaddr_equal, apr_sockaddr_info_get), support: 24, confidence: 75.00%
bug: pcre_exec in ap_regexec, pair: (apr_palloc, pcre_exec), support: 8, confidence: 80.00%
bug: pcre_exec in ap_regexec_len, pair: (apr_palloc, pcre_exec), support: 8, confidence: 80.00%
bug: ap_scan_vchar_obstext in ap_process_http_connection, pair: (ap_scan_vchar_obstext, apr_time_exp_lt), support: 3, confidence: 75.00%
bug: ap_location_walk in op_url_subr, pair: (ap_location_walk, strncmp), support: 10, confidence: 83.33%
bug: ap_location_walk in ap_add_cgi_vars, pair: (ap_location_walk, strncmp), support: 10, confidence: 83.33%
bug: ap_expr_exec_ctx in ap_send_error_response, pair: (ap_expr_exec_ctx, apr_array_copy), support: 10, confidence: 90.91%
bug: apr_uri_parse_hostinfo in ap_add_cgi_vars, pair: (apr_uri_parse_hostinfo, apr_vsnprintf), support: 13, confidence: 81.25%
bug: apr_uri_parse_hostinfo in ap_sub_req_lookup_uri, pair: (apr_uri_parse_hostinfo, apr_vsnprintf), support: 13, confidence: 81.25%
bug: apr_uri_parse_hostinfo in ap_parse_uri, pair: (apr_uri_parse_hostinfo, apr_vsnprintf), support: 13, confidence: 81.25%
bug: apr_table_clear in core_upgrade_handler, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in ap_send_interim_response, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 66.67%
bug: ap_unescape_url_keep2f in op_url_subr, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 83.33%
bug: ap_unescape_url_keep2f in ap_add_cgi_vars, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 83.33%
bug: apr_table_clear in ap_http_filter, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in core_upgrade_storage, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 66.67%
bug: apr_table_clear in ap_send_error_response, pair: (ap_unescape_url_keep2f, apr_table_clear), support: 10, confidence: 66.67%
bug: ap_get_server_description in show_compile_settings, pair: (ap_get_server_description, strlen), support: 5, confidence: 83.33%
bug: apr_socket_create in ap_listen_pre_config, pair: (ap_mpm_query, apr_socket_create), support: 7, confidence: 87.50%
bug: apr_proc_create in ap_os_create_privileged_process, pair: (apr_proc_create, apr_procattr_dir_set), support: 7, confidence: 87.50%
bug: decl_die in op_url_subr, pair: (ap_merge_per_dir_configs, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_http_header_filter, pair: (ap_merge_per_dir_configs, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_add_cgi_vars, pair: (ap_merge_per_dir_configs, decl_die), support: 8, confidence: 66.67%
bug: decl_die in ap_read_request, pair: (ap_merge_per_dir_configs, decl_die), support: 8, confidence: 66.67%
bug: ap_create_request_config in op_url_subr, pair: (ap_create_request_config, apr_brigade_destroy), support: 8, confidence: 66.67%
bug: ap_create_request_config in ap_http_header_filter, pair: (ap_create_request_config, apr_brigade_destroy), support: 8, confidence: 66.67%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, apr_brigade_destroy), support: 8, confidence: 66.67%
bug: ap_create_request_config in ap_process_request, pair: (ap_create_request_config, apr_brigade_destroy), support: 8, confidence: 66.67%
bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_varbuf_regsub, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_build_cont_config, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in start_cond_section, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_dir_fnmatch, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_rxplus_compile, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_get_token, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_rxplus_exec, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in include_config, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_psignature, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_get_basic_auth_components, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword_white_nc, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword_nulls_nc, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword_nc, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in core_insert_filter, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_getword, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_pregsub, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_add_cgi_vars, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in subnet_parse_arg, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_sub_req_lookup_uri, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_pregsub_ex, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in process_command_config, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in regsub_core, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in set_errorlog_format, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_parse_token_list_strict, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in parse_errorlog_item, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_build_config, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_field_noparam, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_escape_html2, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_byterange_filter, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
bug: apr_pstrmemdup in ap_get_exec_line, pair: (apr_pstrmemdup, apr_vsnprintf), support: 82, confidence: 70.09%
